"","continent","country","(Intercept)","I(year - 1950)","sd"
"86","Asia","Iran",43.9857074592075,0.49663986013986,0.664632923996151
"87","Asia","Iraq",49.6430405594406,0.235210489510489,4.05709657090687
"88","Asia","Israel",65.7661976689977,0.267106293706294,0.36574010923855
"89","Asia","Japan",64.4162428904429,0.352904195804195,1.36919363509072
"90","Asia","Jordan",42.9204002331003,0.57172937062937,1.90924097700501
"91","Asia","Korea, Dem. Rep.",54.2727494172495,0.316426573426573,3.88817625812141
"92","Asia","Korea, Rep.",48.6167,0.5554,1.17424269212118
"93","Asia","Kuwait",56.6256606060606,0.416836363636363,1.76285478526718
"94","Asia","Lebanon",58.1653002331003,0.26102937062937,1.22773110177881
"95","Asia","Malaysia",50.5761731934732,0.464522377622377,2.08801607696053
"96","Asia","Mongolia",42.949034032634,0.438688111888112,0.940252195499794
"97","Asia","Myanmar",40.5453610722611,0.433095104895104,3.03282800915254
"98","Asia","Nepal",33.373117948718,0.529261538461538,0.924260089379891
"99","Asia","Oman",35.6633855477855,0.772179020979021,2.34771953378678
"100","Asia","Pakistan",42.9113769230769,0.405792307692307,0.402933746224055
"101","Asia","Philippines",48.5634076923077,0.42046923076923,0.739470291180403
"102","Asia","Saudi Arabia",39.5148692307692,0.649623076923077,2.0814742935274
"103","Asia","Singapore",61.1641125874126,0.340886013986014,0.71189941710183
"104","Asia","Sri Lanka",59.3016983682984,0.244894405594405,1.08759675683492
"105","Asia","Syria",44.9925631701632,0.55435944055944,1.32954434997663
"106","Asia","Taiwan",60.6829463869464,0.327244755244754,1.3104284606886
"107","Asia","Thailand",51.9623265734266,0.347048251748251,1.20487235533783
"108","Asia","Vietnam",37.6668461538462,0.671615384615384,1.31364912186802
"109","Asia","West Bank and Gaza",42.5961960372961,0.601100699300699,1.98218221702543
"110","Asia","Yemen, Rep.",28.9193631701632,0.60545944055944,1.58579804154085
"111","Europe","Albania",58.5597617715618,0.334683216783216,1.9830615260166
"112","Europe","Austria",65.964476923077,0.241992307692307,0.407409381146483
"113","Europe","Belgium",67.4737538461539,0.209084615384615,0.292902484428892
"114","Europe","Bosnia and Herzegovina",57.3900536130536,0.349755244755244,2.25666509490946
"115","Europe","Bulgaria",65.4459300699301,0.14568881118881,2.50911657864767
"116","Europe","Croatia",63.4048631701632,0.22545944055944,1.14755541415425
"117","Europe","Czech Republic",67.2384461538462,0.144815384615384,0.825492347259867
"118","Europe","Denmark",70.7909296037296,0.121330069930069,0.39878806202658
"119","Europe","Finland",65.9731240093241,0.237925174825174,0.354216727574011
"120","Europe","France",67.3131254079254,0.238501398601399,0.220046849482939
"121","Europe","Germany",67.1407617715618,0.213683216783216,0.416079578887699
"122","Europe","Greece",66.5824079254079,0.242398601398601,0.778441883487362
"123","Europe","Hungary",65.7455226107226,0.123648951048951,1.18712607166354
"124","Europe","Iceland",71.6328386946387,0.165375524475524,0.546807166655522
"125","Europe","Ireland",67.1432223776224,0.19911958041958,0.477854070754934
"126","Europe","Italy",66.0573738927739,0.269710489510489,0.416739729724676
"127","Europe","Montenegro",61.6556254079254,0.293001398601398,2.75383174249396
"128","Europe","Netherlands",71.616241958042,0.136686713286713,0.347760135564895
"129","Europe","Norway",71.9507328671329,0.131941258741258,0.489679044307154
"130","Europe","Poland",64.3884596736597,0.196218881118881,1.62122372429565
"131","Europe","Portugal",60.4723920745921,0.337201398601398,1.13970538560075
"132","Europe","Romania",63.6473254079254,0.157401398601398,1.4621140058037
"133","Europe","Serbia",61.0240440559441,0.255151048951048,1.79155729558298
"134","Europe","Slovak Republic",66.7417836829837,0.134044055944055,1.29982952643241
"135","Europe","Slovenia",65.6852986013986,0.200523776223776,0.710834543267348
"136","Europe","Spain",65.915958974359,0.280930769230768,1.01317539360423
"137","Europe","Sweden",71.2724909090909,0.166254545454545,0.211767883220383
"138","Europe","Switzerland",69.009255011655,0.222231468531468,0.214911464667868
"139","Europe","Turkey",45.0278407925408,0.49723986013986,1.14706605026025
"140","Europe","United Kingdom",68.4365941724942,0.185965734265734,0.442118165100038
"141","Oceania","Australia",67.9450652680653,0.227723776223776,0.620608584027624
"142","Oceania","New Zealand",68.3012811188811,0.192820979020979,0.804347153073439
